timestamp,orange,red
0.02,-0.011409245,-2.02053833
0.039999999,-0.011409245,-2.02153492
0.059999999,-0.011409245,-2.018033266
0.079999998,-0.011409245,-1.984615088
0.099999994,-0.011409245,-1.966905951
0.11999999,-0.011897936,-1.029157639
0.139999986,-0.01483009,0.450830489
0.159999982,-0.016784862,1.384492517
0.179999977,-0.018250935,2.018221378
0.199999973,-0.019228317,2.247795105
0.219999969,-0.020694397,2.249822378
0.239999965,-0.020694397,1.848164797
0.259999961,-0.020694397,1.134701371
0.279999971,-0.019717008,0.159804523
0.299999982,-0.018250935,-0.157994002
0.319999993,-0.017273545,-0.084377795
0.340000004,-0.01483009,0.189837724
0.360000014,-0.013852701,0.639592886
0.380000025,-0.012875326,1.059829593
0.400000036,-0.011897936,1.516818404
0.420000046,-0.011409245,2.086638927
0.440000057,-0.011409245,2.444149494
0.460000068,-0.011409245,2.763280392
0.480000079,-0.011409245,2.584966183
0.50000006,-0.011409245,1.777087092
0.520000041,-0.009943165,0.388396531
0.540000021,-0.008965775,-0.831376016
0.560000002,-0.007988393,-1.104099512
0.579999983,-0.007988393,-0.514049768
0.599999964,-0.007988393,0.256218493
0.619999945,-0.007988393,0.798890412
0.639999926,-0.00652232,0.770217836
0.659999907,-0.005544938,0.549438953
0.679999888,-0.004567549,-0.342710495
0.699999869,-0.003590174,-0.80799228
0.71999985,-0.002612785,-0.716077089
0.739999831,-0.002124093,-0.366362125
0.759999812,-0.001635395,0.423540026
0.779999793,-0.001635395,0.980189025
0.799999774,-0.002124093,1.200537682
0.819999754,-0.002612785,1.014369488
0.839999735,-0.002612785,0.350777626
0.859999716,-0.001146704,-0.254394948
0.879999697,0.00080806,-0.403952271
0.899999678,0.003251523,-1.041820526
0.919999659,0.004717596,-1.591157913
0.93999964,0.005694985,-1.776153326
0.959999621,0.006672375,-1.52019453
0.979999602,0.007161058,-0.894154251
0.999999583,0.007161058,-0.246371999
1.019999623,0.007161058,0.550935268
1.039999604,0.007161058,1.254320145
1.059999585,0.007161058,1.734058142
1.079999566,0.007161058,2.038605452
1.099999547,0.007161058,2.456356287
1.119999528,0.007161058,2.636444092
1.139999509,0.008138448,1.85763669
1.15999949,0.016934909,0.559886575
1.179999471,0.03306175,0.439857066
1.199999452,0.036971286,-0.202183038
1.219999433,0.033550449,1.272506833
1.239999413,0.026220061,2.27215004
1.259999394,0.03159567,1.769486904
1.279999375,0.042835593,-0.460303664
1.299999356,0.056030273,-2.575985432
1.319999337,0.058473736,-4.002101898
1.339999318,0.056030273,-3.85747242
1.359999299,0.050165981,-3.807888746
1.37999928,0.053586826,-5.580541134
1.399999261,0.059451133,-6.050263405
1.419999242,0.057985052,-4.32934618
1.439999223,0.044790372,-1.409673095
1.459999204,0.029640898,2.581436634
1.479999185,0.026708744,6.798436165
1.499999166,0.03159567,9.009737968
1.519999146,0.042835593,8.577993393
1.539999127,0.055052906,7.391476631
1.559999108,0.058962435,6.740679741
1.579999089,0.062871963,5.009583473
1.59999907,0.07362321,2.249820471
1.619999051,0.084863126,0.389152795
1.639999032,0.089750051,-0.499337375
1.659999013,0.084863126,1.163905621
1.679998994,0.079487517,2.687727451
1.699998975,0.082908377,4.090899467
1.719998956,0.09512566,3.93691659
1.739998937,0.107342973,3.544496059
1.759998918,0.112229899,3.56576395
1.779998899,0.114673361,2.991700172
1.799998879,0.126401961,2.694941044
1.81999886,0.143994898,0.677295208
1.839998841,0.162076503,-1.059813499
1.859998822,0.174293816,-2.595388889
1.879998803,0.177714646,-2.46491909
1.899998784,0.177225947,-0.431031555
1.919998765,0.187488496,-2.225860596
1.939998746,0.203615338,-1.943469167
1.959998727,0.207036167,-1.596999407
1.979998708,0.203126639,0.584867597
1.999998689,0.197262347,0.476433784
2.019998789,0.200683177,-1.469093204
2.03999877,0.207036167,-2.316021204
2.059998751,0.202149242,-3.469536304
2.079998732,0.189931959,-2.985472918
2.099998713,0.179180741,-1.68425107
2.119998693,0.174782485,-1.243950605
2.139998674,0.172339022,0.326290667
2.159998655,0.161099106,1.995663643
2.179998636,0.148881793,3.101220608
2.199998617,0.145460963,3.257495403
2.219998598,0.149370506,1.354312062
2.239998579,0.155723497,-0.369687021
2.25999856,0.152302653,-2.497879267
2.279998541,0.140085369,-2.683284283
2.299998522,0.127868026,-2.360405922
2.319998503,0.122981101,-2.62560606
2.339998484,0.123469815,-2.972651243
2.359998465,0.132266268,-0.725357354
2.379998446,0.127379343,3.715462923
2.399998426,0.121026352,6.146611214
2.419998407,0.126401961,9.834084511
2.439998388,0.137641877,12.38087082
2.459998369,0.156700894,12.58270645
2.47999835,0.181624204,9.154040337
2.499998331,0.208502263,4.828064442
2.519998312,0.228538632,0.751923203
2.539998293,0.239778548,-0.926806688
2.559998274,0.242222041,-0.078403354
2.579998255,0.244176805,0.514847994
2.599998236,0.255416751,-1.508429766
2.619998217,0.268122703,-2.862624407
2.639998198,0.272032231,-3.388132095
2.659998178,0.267634034,-2.242653608
2.679998159,0.261769682,-0.724993289
2.69999814,0.266167939,0.013546288
2.719998121,0.278385252,-0.655837119
2.739998102,0.291091233,-1.391810179
2.759998083,0.294512093,-1.368061423
2.779998064,0.291579932,0.593423724
2.799998045,0.284738243,1.704975605
2.819998026,0.289136469,1.021031857
2.839998007,0.295000792,0.835778654
2.859997988,0.291579932,2.231716633
2.879997969,0.286204368,0.970821977
2.89999795,0.290602535,-1.357899189
2.919997931,0.297932923,-2.968927383
2.939997911,0.292557299,-5.002696037
2.959997892,0.280828714,-5.130040169
2.979997873,0.270566165,-5.305273056
2.999997854,0.260303617,-3.58745122
3.019997835,0.243199408,-2.007296562
3.039997816,0.223651707,-1.074192762
3.059997797,0.212411791,-1.607360125
3.079997778,0.202149242,-0.393621981
3.099997759,0.18309027,0.186948642
3.11999774,0.164519966,1.367058754
3.139997721,0.154746115,1.993158937
3.159997702,0.152302653,0.558579445
3.179997683,0.14985919,-2.580226898
3.199997663,0.13813059,-2.455538988
3.219997644,0.126401961,-2.471662998
3.239997625,0.121515051,-3.172014236
3.259997606,0.121515051,-2.820716381
3.279997587,0.109297723,-1.825953364
3.299997568,0.096591726,-1.535247684
3.319997549,0.092193514,-1.451782465
3.33999753,0.090238735,-1.337060452
3.359997511,0.078998819,-0.263265043
